jobTitle,companyName,salary,skills,jobUrl,approvedOn,expiredOn
Scrum Master (Up to $3500),One Mount,Thương lượng,"Scrum Master, Change Management, Coaching, Jira, PSM II Certificate",https://www.vietnamworks.com/scrum-master-up-to-dollar3500-1987307-jv,2025-11-28T15:35:51+07:00,2025-12-28T23:59:59+07:00
ERP Support Engineer,Công Ty TNHH Ajax Systems Việt Nam,Thương lượng,"ERP, Microsoft Dynamics 365, Microsoft Exchange Server, MS SQL Server, Consulting",https://www.vietnamworks.com/erp-support-engineer-1992689-jv,2025-12-13T14:43:10+07:00,2026-01-12T23:59:59+07:00
UX UI Designer (Fresher),CÔNG TY TNHH DO&BE VIET NAM,Thương lượng,"Figma, Adobe Photoshop, illustrator, UI Design, UX Design",https://www.vietnamworks.com/ux-ui-designer-fresher-1989982-jv,2025-12-05T13:39:17+07:00,2026-01-04T23:59:59+07:00
AI Engineer,Công Ty Cổ Phần Giáo Dục American Study,Thương lượng,"Unity, AI, AI Engineer, AI/ ML/ DL, Python & C/C+ Programming Language, AI, AI Engineer, AI Engineer",https://www.vietnamworks.com/ai-engineer-1984633-jv,2025-11-21T17:51:11+07:00,2025-12-21T23:59:59+07:00
[Viettel Asset] - Project Manager (PM) Nền Tảng Kỹ Thuật Developer/ Phòng Công nghệ Thông tin,Tập Đoàn Công Nghiệp - Viễn Thông Quân Đội (Viettel Group),Thương lượng,"Lập Kế Hoạch Agile/Scrum, Phát Triển Phần Mềm, Quản Lý Dự Án, Quản Lý Dự Án Công Trình, Giao Tiếp Với Stakeholders",https://www.vietnamworks.com/viettel-asset-project-manager-pm-nen-tang-ky-thuat-developer-phong-cong-nghe-thong-tin-1984623-jv,2025-11-21T17:39:17+07:00,2025-12-21T23:59:59+07:00
Technical Leader (.Net/Angular/Reactjs),FPT Software,Thương lượng,".Net, Angular, Angular, Angular, API, Java J2EE, React",https://www.vietnamworks.com/technical-leader-netangularreactjs-1984238-jv,2025-11-21T10:55:58+07:00,2025-12-21T23:59:59+07:00
IT Business Analyst (Japanese/Korean/English),FPT Software,Thương lượng,"Business Analysis, IT industry development, Japanese, Microsoft Office, UML, UML",https://www.vietnamworks.com/it-business-analyst-japanesekoreanenglish-1984257-jv,2025-11-21T10:51:43+07:00,2025-12-21T23:59:59+07:00
C++ Software Engineer,"Praxis Automation VIETNAM CO., LTD",Thương lượng,"C Programming Language, C/C++ Programming, C#, Visual Studio, Analytical Skills",https://www.vietnamworks.com/c-software-engineer-1984241-jv,2025-11-21T14:05:15+07:00,2025-12-21T23:59:59+07:00
Automation Software Developer (Product Developemnt Team),Avery Dennison Vietnam,Thương lượng,"Software Programming, Web Programming, Information Technology, Automation Software, Manufacturing Execution System",https://www.vietnamworks.com/automation-software-developer-product-developemnt-team-1984401-jv,2025-11-21T14:15:27+07:00,2025-12-21T23:59:59+07:00
RPA Developer,Würth Industry Vietnam,Thương lượng,"RPA Coding, RPA, UiPath Application, Computer Science, English",https://www.vietnamworks.com/rpa-developer--1990183-jv,2025-12-05T16:31:31+07:00,2026-01-04T23:59:59+07:00
IT Staff,Panasonic Appliances Vietnam,Thương lượng,"Enterprise IT Infrastructure, IT Helpdesk, Information Technology, IT Hardware",https://www.vietnamworks.com/it-staff--1990277-jv,2025-12-05T17:49:33+07:00,2026-01-04T23:59:59+07:00
Senior Frontend Developer (Vue3.js),GoCode Pte Ltd,Thương lượng,"JavaScript, Lập Trình Frontend, NodesJs, Typescript, Vue.js 3",https://www.vietnamworks.com/senior-frontend-developer-vue3-js-1990164-jv,2025-12-05T17:21:13+07:00,2026-01-04T23:59:59+07:00
Trưởng Nhóm QA (QA Team Lead) - Remotely,Transportme,Thương lượng,"Agile Methodology, Analytical Skills, Automation Testing, People Leadership, Test Management",https://www.vietnamworks.com/truong-nhom-qa-qa-team-lead-remotely-1989067-jv,2025-12-05T10:14:04+07:00,2026-01-04T23:59:59+07:00
Test Automation Engineer,FPT Software,Thương lượng,"Automation Testing, Bug Management, Performance Test, Selenium, Test Automation Tools",https://www.vietnamworks.com/test-automation-engineer-1990247-jv,2025-12-05T17:19:58+07:00,2026-01-04T23:59:59+07:00
Test Leader - Fuel Level Sensor Design,"Soji Electronics.,jsc",Thương lượng,"Automation Testing, Software Testing, Automation & control systems, Automation Devices, Automation Software",https://www.vietnamworks.com/test-leader-fuel-level-sensor-design-1987736-jv,2025-11-28T19:32:28+07:00,2025-12-28T23:59:59+07:00
.NET Developer,"Panasonic System Networks Vietnam Co., Ltd. (PSNV)",Thương lượng,"C#, VB.NET, ASP.Net, SQL Server",https://www.vietnamworks.com/net-developer--1987560-jv,2025-11-28T17:27:53+07:00,2025-12-28T23:59:59+07:00
Business Analyst (Banking Domain),FPT Software,Thương lượng,"Project Management, Agile, Banking, business analyst, Stakeholder Management",https://www.vietnamworks.com/business-analyst-banking-domain-1990246-jv,2025-12-05T17:18:46+07:00,2026-01-04T23:59:59+07:00
Quản Lý Tiêu Chuẩn Hoá,"Sunny Opotech Viet Nam Co.,Ltd.",Thương lượng,"Quản Lý Dữ Liệu, Tiếng Anh, Tiếng Trung, MES",https://www.vietnamworks.com/quan-ly-tieu-chuan-hoa-1992639-jv,2025-12-12T17:41:51+07:00,2026-01-11T23:59:59+07:00
Nhân Viên Ứng Dụng Phần Mềm,"Sunny Opotech Viet Nam Co.,Ltd.",Thương lượng,"ERP, Tiếng Anh, MES",https://www.vietnamworks.com/nhan-vien-ung-dung-phan-mem-1992637-jv,2025-12-12T17:40:55+07:00,2026-01-11T23:59:59+07:00
Nhân Viên Triển Khai Phần Mềm,Công Ty Cổ Phần Phần Mềm Bravo,Thương lượng,"Triển Khai Phần Mềm, SQL, Quản Trị Doanh Nghiệp, Cơ Sở Dữ Liệu",https://www.vietnamworks.com/nhan-vien-trien-khai-phan-mem--1987233-jv,2025-11-28T14:52:57+07:00,2025-12-28T23:59:59+07:00
AI Engineer - Signing Bonus Up to 60M,FPT Software,Thương lượng,"Data Analysis, ICT Solutions, Machine Learning, Problem Solving, Python",https://www.vietnamworks.com/ai-engineer-signing-bonus-up-to-60m-1975123-jv,2025-11-28T14:55:59+07:00,2025-12-28T23:59:59+07:00
Senior Mobile Developer (Up to 50 Mil),Công Ty TNHH LOTTE C&F Vietnam,Thương lượng,"Mobile Application Development, Cross Platform, Database Software, Azure Cloud Service, Problem-solving",https://www.vietnamworks.com/senior-mobile-developer-up-to-50-mil-1987206-jv,2025-11-28T16:12:55+07:00,2025-12-28T23:59:59+07:00
SAP Support & Development Specialist Asia,Công Ty TNHH J. Wagner,Thương lượng,"SAP Customer Support, ABAP, CDS Views, SAP Application, Sap Module Development",https://www.vietnamworks.com/sap-support-and-development-specialist-asia-1980522-jv,2025-12-12T10:51:38+07:00,2026-01-11T23:59:59+07:00
Nhân Viên Cải Tiến Chất Lượng Và Quy Trình Sản Phẩm,Foster Electric (Bac Ninh) Co. Ltd,Thương lượng,"7 QC Tools, Communication, Data Analysis, ISO 9001, QA/ QC",https://www.vietnamworks.com/nhan-vien-cai-tien-chat-luong-va-quy-trinh-san-pham-1992548-jv,2025-12-12T16:21:41+07:00,2026-01-11T23:59:59+07:00
"[Sign-On Bonus] Frontend Technical Lead (React/nextjs), Supply Chain Management System",Crossian Việt Nam,Thương lượng,"Front End, Information Technology, ReactJs, JavaScript ES6+, NextJs",https://www.vietnamworks.com/sign-on-bonus-frontend-technical-lead-reactnextjs-supply-chain-management-system-1987282-jv,2025-11-28T15:22:50+07:00,2025-12-28T23:59:59+07:00
"[Sign-On Bonus] .NET Backend Technical Lead, Storefront Ecommerce Platform (Total Annual Compensation $85,000)",Crossian Việt Nam,Thương lượng,".Net, ASP, C#, Backend, Backend, Computer Science",https://www.vietnamworks.com/sign-on-bonus-net-backend-technical-lead-storefront-ecommerce-platform-total-annual-compensation-dollar85000-1987280-jv,2025-11-28T15:19:25+07:00,2025-12-28T23:59:59+07:00
Senior SAP Consultant (Abap/ Fiori/ Fico/ PM/ PS),Legatcy,Thương lượng,"SAP, SAP ABAP Development, SAP FICO, SAP Fiori, SAP Basis",https://www.vietnamworks.com/senior-sap-consultant-abap-fiori-fico-pm-ps-1992375-jv,2025-12-12T13:46:17+07:00,2026-01-11T23:59:59+07:00
IT Infrastructure Supervisor,Công Ty TNHH Kintetsu World Express Việt Nam,Thương lượng,"Application Support, CRM 365, IT Helpdesk, Network Management System",https://www.vietnamworks.com/it-infrastructure-supervisor--1980368-jv,2025-12-12T15:26:53+07:00,2026-01-11T23:59:59+07:00
Database Developer (DB/ ETL/ MS SQL),Công Ty Cổ Phần Rikkeisoft,Thương lượng,"SQL, Database System, Database Research, Database SQL Server, Data Analysis",https://www.vietnamworks.com/database-developer-db-etl-ms-sql-1992429-jv,2025-12-12T15:20:42+07:00,2026-01-11T23:59:59+07:00
Nhân Viên Hệ Thống ERP,CÔNG TY TNHH DOWOOINSYS VINA,Thương lượng,"Lua Script, MS SQL Server, Phát Triển Dự Án, Quản Trị Hệ Thống ERP, Ozreport",https://www.vietnamworks.com/nhan-vien-he-thong-erp-1987168-jv,2025-11-28T14:10:23+07:00,2025-12-28T23:59:59+07:00
Software Project Manager Japanese OR Chinese Speaking,Bosch Global Software Technologies Company Limited,Thương lượng,"Embedded Software, Japanese Speaking, Microcontroller Programming, Project Management, Risk Management",https://www.vietnamworks.com/software-project-manager-japanese-or-chinese-speaking-1992477-jv,2025-12-12T14:54:35+07:00,2026-01-11T23:59:59+07:00
Chuyên Viên Chuyển Đổi Số và Quản Trị Quy Trình,Tập Đoàn Công Nghiệp - Viễn Thông Quân Đội (Viettel Group),Thương lượng,"Chuyển đổi số, AI, Project Manager Qualification, IT Project Management, IT Project Consulting",https://www.vietnamworks.com/chuyen-vien-chuyen-doi-so-va-quan-tri-quy-trinh-1992453-jv,2025-12-12T14:26:08+07:00,2026-01-11T23:59:59+07:00
Head Of Website Solution,Ngân Hàng TMCP Quốc Tế Việt Nam (VIB),Thương lượng,"Lãnh Đạo, Phân Tích Dữ Liệu, Quản Lý Dự Án, Thiết Kế Giao Diện Website, Xây Dựng Website",https://www.vietnamworks.com/head-of-website-solution-1992411-jv,2025-12-12T13:35:21+07:00,2026-01-11T23:59:59+07:00
Trưởng Phòng Công Nghệ Thông Tin,Tập Đoàn Vàng Bạc Đá Quý DOJI,Thương lượng,"Bảo Mật Hệ Thống, Bảo Mật Server, Lãnh đạo và xây dựng đội ngũ, Quản Trị Dự Án, Quản Trị Hạ Tầng CNTT",https://www.vietnamworks.com/truong-phong-cong-nghe-thong-tin-1973156-jv,2025-11-28T10:16:22+07:00,2025-12-28T23:59:59+07:00
Business Analyst,Wilmar CLV,Thương lượng,"ERP SAP implementation, Stakeholder Management, Technical Proficiency, Software Development, HR Projects",https://www.vietnamworks.com/business-analyst-1984282-jv,2025-11-21T11:10:24+07:00,2025-12-21T23:59:59+07:00
CAD Developer,Tập Đoàn Công Nghiệp - Viễn Thông Quân Đội (Viettel Group),Thương lượng,"Linux, Python, Shell Script, Digital Flows, Ams Flows",https://www.vietnamworks.com/cad-developer-1983895-jv,2025-11-20T11:13:27+07:00,2025-12-20T23:59:59+07:00
Senior Fullstack Developer,Công ty TNHH Phần mềm HICAS,Thương lượng,".Net Core, Node.js, Python, React, Mentoring",https://www.vietnamworks.com/senior-fullstack-developer-1983988-jv,2025-11-20T18:36:43+07:00,2025-12-20T23:59:59+07:00
UI/ UX Designer (Middle/Senior),Công ty TNHH Phần mềm HICAS,Thương lượng,"Figma, Lean UX, Visual Design, Communication",https://www.vietnamworks.com/ui-ux-designer-middlesenior-1983982-jv,2025-11-20T18:53:15+07:00,2025-12-20T23:59:59+07:00
Chuyên Viên Khoa Học Công Nghệ,Tập Đoàn Công Nghiệp - Viễn Thông Quân Đội (Viettel Group),Thương lượng,"Project Manager Qualification, Project Managing, Project Management Support, Project Management Methodologies",https://www.vietnamworks.com/chuyen-vien-khoa-hoc-cong-nghe--1983998-jv,2025-11-20T14:26:31+07:00,2025-12-20T23:59:59+07:00
Site Reliability Engineer (Junior/ Middle),Công Ty TNHH FPT Smart Cloud,Thương lượng,"Cloud Platforms, Docker, Docker, Docker, LINUX, Site Reliability Engineering, Unix",https://www.vietnamworks.com/site-reliability-engineer-junior-middle-1984012-jv,2025-11-20T15:03:28+07:00,2025-12-20T23:59:59+07:00
Kỹ Sư An Toàn Thông Tin (Security Engineer) - Lương $1.000-$1.600,Công Ty Cổ Phần Thông Minh MK,Thương lượng,"Administration, An Toàn Thông Tin Mạng, Linux, Docker, Quản Lý Cấu Hình",https://www.vietnamworks.com/ky-su-an-toan-thong-tin-security-engineer-luong-1-000-1-600--1983836-jv,2025-11-20T10:03:40+07:00,2025-12-20T23:59:59+07:00
AI Engineer,Công Ty TNHH FPT Smart Cloud,Thương lượng,"AI application, AI systems, Data Labeling, Data Processing, NLP",https://www.vietnamworks.com/ai-engineer-1984009-jv,2025-11-20T15:05:14+07:00,2025-12-20T23:59:59+07:00
Full Stack Software Engineer (Tauri + Angular + C#),"Praxis Automation VIETNAM CO., LTD",Thương lượng,"Full Stack Development, Tauri, Angular, C#, Angular, Angular, NodesJs",https://www.vietnamworks.com/full-stack-software-engineer-tauri-angular-c-1984126-jv,2025-11-20T16:58:12+07:00,2025-12-20T23:59:59+07:00
Kỹ Sư Hệ Thống An Ninh (Physical Security Engineer),Công Ty TNHH Airquay Vina,Thương lượng,"Operating, Cost Management, Pricing Management, Procurement",https://www.vietnamworks.com/ky-su-he-thong-an-ninh-physical-security-engineer-1977629-jv,2025-12-04T13:15:39+07:00,2026-01-03T23:59:59+07:00
IT Executive,Prym Intimates VIetnam,Thương lượng,"Data Privacy, Network Principles, Technical Support, IT System Administration, Routing Protocol",https://www.vietnamworks.com/it-executive-1989644-jv,2025-12-04T16:36:14+07:00,2026-01-03T23:59:59+07:00
BI/ Data Solutions Architect (Data Platform),Công ty cổ phần Khoa học Dữ liệu,Thương lượng,"BigQuery, Phân Tích Nghiệp Vụ, Power BI, Tư Vấn Giải Pháp, Tư Vấn Kỹ Thuật",https://www.vietnamworks.com/bi-data-solutions-architect-data-platform-1989665-jv,2025-12-04T17:12:43+07:00,2026-01-03T23:59:59+07:00
IT Supervisor (System Administrator),Panasonic Appliances Vietnam,Thương lượng,"IT Infrastructure, Quản Trị Hệ Thống IT, IT Hardware, Server System Management, Network",https://www.vietnamworks.com/it-supervisor-system-administrator--1989416-jv,2025-12-04T10:08:44+07:00,2026-01-03T23:59:59+07:00
Trưởng Phòng Hệ Thống (System Manager),Công Ty Cổ Phần HTC Viễn Thông Quốc Tế,Thương lượng,"Network, Hạ Tầng Mạng, Cloud, LINUX, Quản Trị Hệ Thống Máy Chủ",https://www.vietnamworks.com/truong-phong-he-thong-system-manager--1989460-jv,2025-12-04T10:36:41+07:00,2026-01-03T23:59:59+07:00
Junior Full-Stack .NET Developer,Công Ty Cổ Phần HTC Viễn Thông Quốc Tế,Thương lượng,"HTML, .NET Core, ASP.Net, CSS, FullStack",https://www.vietnamworks.com/junior-full-stack-net-developer--1992277-jv,2025-12-12T09:54:36+07:00,2026-01-11T23:59:59+07:00
Kỹ Sư Trực Điều Hành (Noc System),Công Ty Cổ Phần HTC Viễn Thông Quốc Tế,Thương lượng,"Network, CCNA, Hạ Tầng Mạng, Cloud, Azure",https://www.vietnamworks.com/ky-su-truc-dieu-hanh-noc-system--1992249-jv,2025-12-12T09:25:28+07:00,2026-01-11T23:59:59+07:00
Project Manager (PM) & Business Analyst (BA),Công ty TNHH Phần mềm HICAS,Thương lượng,"Project Management, Business Analysis, Communication Skills, Systemic Thinking",https://www.vietnamworks.com/project-manager-pm-and-business-analyst-ba-1983985-jv,2025-11-20T18:50:27+07:00,2025-12-20T23:59:59+07:00
Data Engineer Executive,Công Ty Cổ Phần Chuỗi Thực Phẩm TH,Thương lượng,"Communication, Hadoop, Python, Spark, SQL",https://www.vietnamworks.com/data-engineer-executive-1986889-jv,2025-11-27T18:05:08+07:00,2025-12-27T23:59:59+07:00
Senior C Developer,Công ty TNHH Dasan Vietnam,Thương lượng,"Linux Kernel, C/C++ Programming, Project Management, Agile Methodology, Communication Skills",https://www.vietnamworks.com/senior-c-developer-1992119-jv,2025-12-11T17:02:14+07:00,2026-01-10T23:59:59+07:00
Tech Lead,Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,Thương lượng,".NET, Flutter, Java, NodeJS, Java",https://www.vietnamworks.com/tech-lead-1992130-jv,2025-12-11T16:59:23+07:00,2026-01-10T23:59:59+07:00
Junior Developer Back End,Công Ty Cổ Phần Hàng Hải Vsico,Thương lượng,"RESTful API, Cấu trúc dữ liệu, Git, OOP (Object Oriented Programming), SQL",https://www.vietnamworks.com/junior-developer-back-end-1992055-jv,2025-12-11T15:54:06+07:00,2026-01-10T23:59:59+07:00
Nhân Viên Phát Triển Phần Mềm (F/W) - (Topk - Làm Việc Hà Nội - Vĩnh Phúc) (Chấp Nhận Sinh Viên Mới Ra Trường),CÔNG TY TRÁCH NHIỆM HỮU HẠN TOP ENGINEERING VINA,Thương lượng,"C/C+, Electronic Circuit, Firmware, MCU, Embedded System Design, Embedded System Design",https://www.vietnamworks.com/nhan-vien-phat-trien-phan-mem-fw-topk-lam-viec-ha-noi-vinh-phuc-chap-nhan-sinh-vien-moi-ra-truong-1979919-jv,2025-12-11T15:43:21+07:00,2026-01-10T23:59:59+07:00
User Support (Data Services) – French Speaking,Bouygues Construction Information Technologies Vietnam,Thương lượng,"Power BI, VBA Excel, Data Visualization, Visual Basic, VBA Automation, VBA Excel, Visual Basic, Visual Basic, Visual Basic",https://www.vietnamworks.com/user-support-data-services-french-speaking-1992037-jv,2025-12-11T15:28:22+07:00,2026-01-10T23:59:59+07:00
Nhân Viên IT,Golden Asia Media,Thương lượng,"Windows Server, Công Nghệ Thông Tin, Lập Báo Cáo, Quản Trị Hệ Thống, Vận Hành Hạ Tầng",https://www.vietnamworks.com/nhan-vien-it--1983966-jv,2025-11-20T14:34:08+07:00,2025-12-20T23:59:59+07:00
Chuyên Viên Hợp Tác Quốc Tế,Tập Đoàn Công Nghiệp - Viễn Thông Quân Đội (Viettel Group),Thương lượng,"Nghiên Cứu Thị Trường, Đàm Phán, Giao Dịch Quốc Tế, Đề Xuất Phương Án, Quan Hệ Quốc Tế",https://www.vietnamworks.com/chuyen-vien-hop-tac-quoc-te--1983993-jv,2025-11-20T14:20:38+07:00,2025-12-20T23:59:59+07:00
Solution Architect/ Technical Lead,FPT Corporation,Thương lượng,"ReactJs, Solution Architecture, NodeJS, Microservices Architecture, Real-Time Application",https://www.vietnamworks.com/solution-architect-technical-lead-1991892-jv,2025-12-11T11:42:17+07:00,2026-01-10T23:59:59+07:00
Senior Front-End ReactJS,FPT Corporation,Thương lượng,"Front End, JavaScript, Khoa Học Máy Tính, Kỹ Thuật Phần Mềm, ReactJs",https://www.vietnamworks.com/senior-front-end-reactjs-1991891-jv,2025-12-11T11:42:05+07:00,2026-01-10T23:59:59+07:00
B2B Sales Enterprise,Netnam Corp.,Thương lượng,"Sales B2B, Telecommunications, It, Account Manager Fortune 500",https://www.vietnamworks.com/b2b-sales-enterprise--1989225-jv,2025-12-03T15:23:24+07:00,2026-01-02T23:59:59+07:00
Junior Scrum Master - Up to 30-Month Salary/year,Crossian Việt Nam,Thương lượng,"Agile, Jira, Scrum, SDLC, Software Engineering",https://www.vietnamworks.com/junior-scrum-master-up-to-30-month-salaryyear-1983308-jv,2025-11-19T15:02:01+07:00,2025-12-19T23:59:59+07:00
Quality Specialist,Công Ty TNHH Diebold Nixdorf Việt Nam,Thương lượng,"Quality Management, Continuous Improvement, Quality Certification, Reengineering, Training Development",https://www.vietnamworks.com/quality-specialist-1983663-jv,2025-11-19T15:33:58+07:00,2025-12-19T23:59:59+07:00
Project Manager - Securities Trading Platform,CÔNG TY TNHH CÔNG NGHỆ CODERPUSH,Thương lượng,"Program Management, Engineering Leadership, SDLC, QA, DevOps & CI/CD",https://www.vietnamworks.com/project-manager-securities-trading-platform-1976968-jv,2025-12-03T09:12:46+07:00,2026-01-02T23:59:59+07:00
Senior Embedded Security Engineer (Cybersecurity),Bosch Global Software Technologies Company Limited,Thương lượng,"Cybersecurity, Network Security, Nmap, Nmap, Nmap, Penetration Testing, Wireshark",https://www.vietnamworks.com/senior-embedded-security-engineer-cybersecurity-1989164-jv,2025-12-03T14:31:27+07:00,2026-01-02T23:59:59+07:00
Tuyển Dụng Nhân Viên IT,Công ty Cổ phần Thông minh MK,Thương lượng,"Bảo Mật Web, Cài Đặt Hệ Thống, Giao Tiếp Tiếng Anh, Quản Trị Hệ Thống, Quản Trị Mạng Máy Tính",https://www.vietnamworks.com/tuyen-dung-nhan-vien-it-1986402-jv,2025-11-27T10:45:05+07:00,2025-12-27T23:59:59+07:00
Tuyển Dụng Nhân Viên IT,Công ty Cổ phần Thông minh MK,Thương lượng,"Bảo Mật Web, Cài Đặt Hệ Thống, Giao Tiếp Tiếng Anh, Quản Trị Hệ Thống, Quản Trị Mạng Máy Tính",https://www.vietnamworks.com/tuyen-dung-nhan-vien-it-1986402-jv,2025-11-27T10:45:05+07:00,2025-12-27T23:59:59+07:00
CVC Xây Dựng Mô Hình Dự Báo Lãi Suất,Ngân Hàng TMCP Công Thương Việt Nam (VietinBank),Thương lượng,"Power BI, SQL, Python, Data Science, Phân Tích Dữ Liệu",https://www.vietnamworks.com/cvc-xay-dung-mo-hinh-du-bao-lai-suat-1991777-jv,2025-12-11T10:36:16+07:00,2026-01-10T23:59:59+07:00
Sales Operation Intern,Mondelēz Kinh Đô Việt Nam,Thương lượng,"Sales Operations, Sales Support, Data Analysis, English Language Proficiency, Project Administration",https://www.vietnamworks.com/sales-operation-intern--1991816-jv,2025-12-11T10:35:49+07:00,2026-01-10T23:59:59+07:00
Phó Phòng Quản Lý Rủi Ro CNTT,Ngân Hàng TMCP Công Thương Việt Nam (VietinBank),Thương lượng,"Tài Chính Ngân Hàng, Phân Tích Rủi Ro, Quản Trị Rủi Ro, Công Nghệ Thông Tin, An Ninh Bảo Mật",https://www.vietnamworks.com/pho-phong-quan-ly-rui-ro-cntt-1991779-jv,2025-12-11T10:33:50+07:00,2026-01-10T23:59:59+07:00
"IT Support Specialist, eCommerce (Up to 30 Months of Salary Per Year, Annual Income Up to $18,000)",Crossian Việt Nam,Thương lượng,"IT System Administration, Application Support, AWS, Azure, Infrastructure Management",https://www.vietnamworks.com/it-support-specialist-ecommerce-up-to-30-months-of-salary-per-year-annual-income-up-to-18-000-1980041-jv,2025-12-11T09:28:02+07:00,2026-01-10T23:59:59+07:00
Business Analyst and Testing,Ngân Hàng TMCP Quốc Tế Việt Nam (VIB),Thương lượng,"Core Banking, Temenos T24, Trade Finance, business analyst, Testing",https://www.vietnamworks.com/business-analyst-and-testing--1983761-jv,2025-11-19T18:24:22+07:00,2025-12-19T23:59:59+07:00
Giám Đốc Sản Phẩm Vnpt-Qualcomm Excellence Center,Công Ty Cổ Phần Công Nghệ Công Nghiệp Bưu Chính Viễn Thông - VNPT Technology,Thương lượng,"Am Hiểu Sản Phẩm Công Nghệ, Kiến trúc hệ thống, Linux Kernel, Software System Architecture, Thiết Kế Sản Phẩm",https://www.vietnamworks.com/giam-djoc-san-pham-vnpt-qualcomm-excellence-center-1986205-jv,2025-11-26T17:00:40+07:00,2025-12-26T23:59:59+07:00
Software Engineering - Kỹ Sư Phần Mềm,Công Ty TNHH Cresyn Hà Nội,Thương lượng,"Software Engineering, SQL, Java, C/C++, Python",https://www.vietnamworks.com/software-engineering-ky-su-phan-mem--1991671-jv,2025-12-10T16:51:57+07:00,2026-01-09T23:59:59+07:00
Kỹ Sư Giải Pháp Hệ Thống Mạng Doanh Nghiệp - Network Solution Engineer,Công Ty Cổ Phần Netnam,Thương lượng,"Detailed Network Design, Network Infrastructure, Routing, Switching System, Communication Skills",https://www.vietnamworks.com/ky-su-giai-phap-he-thong-mang-doanh-nghiep-network-solution-engineer-1972231-jv,2025-11-26T14:22:03+07:00,2025-12-26T23:59:59+07:00
Full-Stack Developer (Nodejs/python),FPT Software,Thương lượng,"CI/CD pipeline, Cloud Platforms, CI/CD pipeline, CI/CD pipeline, CI/CD pipeline",https://www.vietnamworks.com/full-stack-developer-nodejspython-1991585-jv,2025-12-10T15:39:18+07:00,2026-01-09T23:59:59+07:00
Senior SAP ABAP Developer,FPT Software,Thương lượng,"Cds Views, Cloud Platforms, OData, SAP ABAP Development, Rap Programming",https://www.vietnamworks.com/senior-sap-abap-developer-1991590-jv,2025-12-10T15:36:38+07:00,2026-01-09T23:59:59+07:00
Data Architecture (Open for Expats),FPT Software,Thương lượng,"Data Architecture, ETL, Hadoop, Big Data, Data Warehouse",https://www.vietnamworks.com/data-architecture-open-for-expats-1991592-jv,2025-12-10T15:35:43+07:00,2026-01-09T23:59:59+07:00
Global Reporting Analyst,SPS Vietnam Company Ltd.,Thương lượng,"Power BI, Data Science, Data Analysis, English Language Proficiency",https://www.vietnamworks.com/global-reporting-analyst-1989172-jv,2025-12-03T14:14:47+07:00,2026-01-02T23:59:59+07:00
Tester Tiếng Hàn (Senior),Snow Việt Nam,Thương lượng,"QA, Test Cases, Software Testing, Korean Language, Quality Control",https://www.vietnamworks.com/tester-tieng-han-senior--1991447-jv,2025-12-10T13:25:33+07:00,2026-01-09T23:59:59+07:00
Nhân Viên Xây Dựng Tiêu Chuẩn Kỹ Thuật Sản Phẩm (QA Specification),Công ty cổ phần Trang (TrangCorp),Thương lượng,"Communication Skills, Food Technology, Presentation Skills, Problem-solving, Teamwork",https://www.vietnamworks.com/nhan-vien-xay-dung-tieu-chuan-ky-thuat-san-pham-qa-specification-1991417-jv,2025-12-10T11:42:14+07:00,2026-01-09T23:59:59+07:00
Senior IT Budget And Vendor Management Specialist,FE CREDIT,Thương lượng,"Agile Methodologies, Budget Monitoring, Communication Skills, Process Design, Vendor Management",https://www.vietnamworks.com/senior-it-budget-and-vendor-management-specialist-1983124-jv,2025-11-18T14:20:37+07:00,2025-12-18T23:59:59+07:00
Database Architect & Administrator (AWS | SQL | NoSQL | Time Series),CT TNHH NEXT WAVE ENERGY MONITORING,Thương lượng,"Database Development, SQL Optimization, AWS Services, NoSQL, Database Administration",https://www.vietnamworks.com/database-architect-andamp-administrator-aws-or-sql-or-nosql-or-time-series-1983284-jv,2025-11-18T17:03:50+07:00,2025-12-18T23:59:59+07:00
Senior Model Development And Big Data Executive,Công Ty Tài Chính TNHH Ngân Hàng TMCP Sài Gòn - Hà Nội (SHBFinance),Thương lượng,"Communication, Credit Risk Management, RStudio, SQL, Statistical Analysis",https://www.vietnamworks.com/senior-model-development-and-big-data-executive-1983349-jv,2025-11-18T17:43:06+07:00,2025-12-18T23:59:59+07:00
Odoo Developer - Vietnam,ATT Group,Thương lượng,"Agile Scrum, API Integration, Communication Skills, Full Stack Development, Odoo ERP Development",https://www.vietnamworks.com/odoo-developer-vietnam-1977133-jv,2025-12-02T09:41:00+07:00,2026-01-01T23:59:59+07:00
"Vietnam Internship Program (VIP) - Internship, Information Security - Hanoi",HSBC Vietnam,Thương lượng,English Language Proficiency,https://www.vietnamworks.com/vietnam-internship-program-vip-internship-information-security-hanoi-1983041-jv,2025-11-18T12:41:59+07:00,2025-12-18T23:59:59+07:00
Senior Solutions Consultant,VNG Corporation,Thương lượng,"AI, AI, Cloud, Data Lake, Data Warehouse, Data Warehouse, Data Warehouse, Data Warehouse, Mlops",https://www.vietnamworks.com/senior-solutions-consultant-1983099-jv,2025-11-18T14:53:05+07:00,2025-12-18T23:59:59+07:00
