jobTitle,companyName,salary,skills,jobUrl,approvedOn,expiredOn
Chuyên Viên Ứng Dụng và Phân Tích Nghiệp Vụ ERP (Phụ Trách Phân Hệ Fico)_(Số Lượng: 01 Người),Công Ty Cổ Phần - Tổng Công Ty Phân Bón Dầu Khí Cà Mau,Thương lượng,"ERP, SAP ERP, ECC, Vận Hành Hệ Thống, Phân Tích Nghiệp Vụ",https://www.vietnamworks.com/chuyen-vien-ung-dung-va-phan-tich-nghiep-vu-erp-phu-trach-phan-he-fico-so-luong-01-nguoi-1992825-jv,2025-12-15T11:06:49+07:00,2026-01-14T23:59:59+07:00
IT Executive,Gloria Jeans Vietnam,Thương lượng,"IT System Administration, Network Troubleshooting, Network And Ict Products, English, Windows, Windows, Windows, Windows, Windows",https://www.vietnamworks.com/it-executive-1990478-jv,2025-12-08T11:17:04+07:00,2026-01-07T23:59:59+07:00
Senior IT Executive,Public Bank Securities Vietnam Company Limited (PBSV),Thương lượng,"Trading System, ERP Application, IT Infrastructure, Database Development, Troubleshooting",https://www.vietnamworks.com/senior-it-executive-1985241-jv,2025-11-24T17:09:17+07:00,2025-12-24T23:59:59+07:00
QA Manager (May Mặc),Chi Nhánh Công Ty CP May Bình Thuận - Nhà Bè - Xí Nghiệp May Tuy Phong,Thương lượng,"Quản lý chất lượng, Kiểm Soát Chất Lượng, Lãnh Đạo, Phân Tích Số Liệu, Giao Tiếp Tiếng Anh",https://www.vietnamworks.com/qa-manager-may-mac--1985204-jv,2025-11-24T16:11:24+07:00,2025-12-24T23:59:59+07:00
Senior SAP MM Consultant,Bosch Global Software Technologies Company Limited,Thương lượng,"P2P Process, SAP ABAP, SAP S/4HANA, SAP S4/Hana",https://www.vietnamworks.com/senior-sap-mm-consultant-1984820-jv,2025-11-24T09:50:39+07:00,2025-12-24T23:59:59+07:00
"Industrial AI Scientist (Ph.d, Machine Learning)",Bosch Global Software Technologies Company Limited,Thương lượng,"Computer Vision, Deep Learning, Deep Learning, Deep Learning, Forecasting, Leadership, Machine Learning",https://www.vietnamworks.com/industrial-ai-scientist-ph-d-machine-learning-1984862-jv,2025-11-24T10:29:11+07:00,2025-12-24T23:59:59+07:00
Kỹ Sư AI CV,Tập Đoàn Bưu Chính Viễn Thông Việt Nam (VNPT),Thương lượng,"Coding Experience, Deep Learning, ESS Tools, Deep Learning, Deep Learning",https://www.vietnamworks.com/ky-su-ai-cv-1985128-jv,2025-11-24T14:50:01+07:00,2025-12-24T23:59:59+07:00
Kỹ Sư Quản Trị Mạng Và ATTT,Tập Đoàn Bưu Chính Viễn Thông Việt Nam (VNPT),Thương lượng,"An Toàn Thông Tin, Cisco IOS, Juniper, Mô Phỏng Phân Tích, Quản Trị Mạng",https://www.vietnamworks.com/ky-su-quan-tri-mang-va-attt-1985149-jv,2025-11-24T15:11:46+07:00,2025-12-24T23:59:59+07:00
Kiến Trúc Sư Phần Mềm (SA),Tập Đoàn Bưu Chính Viễn Thông Việt Nam (VNPT),Thương lượng,"C#, J2EE, Oop, RESTful Web Service, Spring MVC",https://www.vietnamworks.com/kien-truc-su-phan-mem-sa-1985157-jv,2025-11-24T15:19:54+07:00,2025-12-24T23:59:59+07:00
Kỹ Sư Quản Lý Chất Lượng Sản Phẩm Phần Mềm (PQA),Tập Đoàn Bưu Chính Viễn Thông Việt Nam (VNPT),Thương lượng,"Công Nghệ Thông Tin, Kiểm Thử Sản Phẩm, Làm Việc Nhóm, Quản Lý Chất Lượng, Quản Trị Rủi Ro",https://www.vietnamworks.com/ky-su-quan-ly-chat-luong-san-pham-phan-mem-pqa-1985126-jv,2025-11-24T14:47:22+07:00,2025-12-24T23:59:59+07:00
Lập Trình Mobile (Android),Tập Đoàn Bưu Chính Viễn Thông Việt Nam (VNPT),Thương lượng,"Android Security, Lập Trình Android, React Native, Scrum, Ui Component",https://www.vietnamworks.com/lap-trinh-mobile-android-1985136-jv,2025-11-24T14:58:19+07:00,2025-12-24T23:59:59+07:00
Kỹ Sư Quản Trị Hạ Tầng,Tập Đoàn Bưu Chính Viễn Thông Việt Nam (VNPT),Thương lượng,"Cloud Computing, Kubernetes, Linux, Quản Trị Hạ Tầng, Teamwork",https://www.vietnamworks.com/ky-su-quan-tri-ha-tang-1985153-jv,2025-11-24T15:16:13+07:00,2025-12-24T23:59:59+07:00
Kỹ Sư AI NLP,Tập Đoàn Bưu Chính Viễn Thông Việt Nam (VNPT),Thương lượng,"AR Development, Data Analysis, Machine Learning, Python Programming, Nlp Techniques",https://www.vietnamworks.com/ky-su-ai-nlp-1985125-jv,2025-11-24T14:46:38+07:00,2025-12-24T23:59:59+07:00
Kỹ Sư Quản Trị Cơ Sở Dữ Liệu - DBA,Tập Đoàn Bưu Chính Viễn Thông Việt Nam (VNPT),Thương lượng,"An Toàn Thông Tin, Khoa Học Máy Tính, Ngôn Ngữ Lập Trình C, Quản Trị Cơ Sở Dữ Liệu",https://www.vietnamworks.com/ky-su-quan-tri-co-so-du-lieu-dba-1985127-jv,2025-11-24T14:49:12+07:00,2025-12-24T23:59:59+07:00
Lập Trình Viên Mobile (IOS),Tập Đoàn Bưu Chính Viễn Thông Việt Nam (VNPT),Thương lượng,"iOS Development, Objective-C, Swift, UI/UX, iOS, Swift",https://www.vietnamworks.com/lap-trinh-vien-mobile-ios-1985134-jv,2025-11-24T14:56:57+07:00,2025-12-24T23:59:59+07:00
Trưởng Phòng Chuyển Đổi Số (Xe Đưa Đón Hà Nội - Bắc Ninh - Bắc Giang),Công Ty Cổ Phần Công Nghiệp Kimsen,Thương lượng,"Quản Lý Dự Án, Hệ Thống Thông Tin, Manage ERP Software, MES, Chuyển Đổi Số",https://www.vietnamworks.com/truong-phong-chuyen-djoi-so-xe-djua-djon-ha-noi-bac-ninh-bac-giang--1985042-jv,2025-11-24T13:04:21+07:00,2025-12-24T23:59:59+07:00
IT Security Consultant,Bosch Global Software Technologies Company Limited,Thương lượng,"Cloud Security, Customer Service Mindset, Cybersecurity, Network Security, Security Management",https://www.vietnamworks.com/it-security-consultant-1985048-jv,2025-11-24T13:25:16+07:00,2025-12-24T23:59:59+07:00
"Kỹ Sư Giải Pháp, Tích Hợp Hệ Thống Cloud",Tập Đoàn Bưu Chính Viễn Thông Việt Nam (VNPT),Thương lượng,"An Toàn Thông Tin, Bảo Mật Web, Công Nghệ Thông Tin, Linux, Shell Script",https://www.vietnamworks.com/ky-su-giai-phap-tich-hop-he-thong-cloud-1985112-jv,2025-11-24T14:35:49+07:00,2025-12-24T23:59:59+07:00
Kỹ Sư An Ninh Thông Tin,Tập Đoàn Bưu Chính Viễn Thông Việt Nam (VNPT),Thương lượng,"Kiểm Thử, Lập Trình Python, Phân Tích Mã Độc, Quản Trị Hệ Thống, Tiếng anh đọc - hiểu",https://www.vietnamworks.com/ky-su-an-ninh-thong-tin-1985116-jv,2025-11-24T14:38:33+07:00,2025-12-24T23:59:59+07:00
Kỹ Sư Khai Thác Vận Hành An Toàn Thông Tin,Tập Đoàn Bưu Chính Viễn Thông Việt Nam (VNPT),Thương lượng,"An Toàn Thông Tin, Kỹ Năng Ra Quyết Định, Mô Phỏng Phân Tích, Quản Lý Thông Tin, Linux",https://www.vietnamworks.com/ky-su-khai-thac-van-hanh-an-toan-thong-tin-1985111-jv,2025-11-24T14:35:08+07:00,2025-12-24T23:59:59+07:00
Kỹ Sư Devops,Tập Đoàn Bưu Chính Viễn Thông Việt Nam (VNPT),Thương lượng,"Ci/Cd Methodologies, Docker, Kubernetes, Linux, Prometheus, Docker, Docker",https://www.vietnamworks.com/ky-su-devops-1985113-jv,2025-11-24T14:37:15+07:00,2025-12-24T23:59:59+07:00
Kỹ Sư Hệ Thống (Nhận Việc Linh Hoạt Sau Tết Nguyên Đán),Công Ty Cổ Phần Ứng Dụng Khoa Học Và Công Nghệ- Mitec,Thương lượng,"Hệ Thống Ảo Hóa, Cơ Sở Dữ Liệu, Hạ tầng CNTT & Quản trị hệ thống, IT Phần Cứng, IT Phần Mềm",https://www.vietnamworks.com/ky-su-he-thong-nhan-viec-linh-hoat-sau-tet-nguyen-djan-1984996-jv,2025-11-24T11:34:22+07:00,2025-12-24T23:59:59+07:00
SAP ABAP Senior Specialist,Công Ty TNHH TM DV Tân Hiệp Phát,Thương lượng,"ABAP, SAP ABAP, .NET Programming, ERP, Software Development",https://www.vietnamworks.com/sap-abap-senior-specialist--1985063-jv,2025-11-24T13:53:18+07:00,2025-12-24T23:59:59+07:00
Lập Trình Viên Python,Tập Đoàn Bưu Chính Viễn Thông Việt Nam (VNPT),Thương lượng,"ASP.NET, English Reading, HTML/CSS, Java, Python, Java",https://www.vietnamworks.com/lap-trinh-vien-python-1985090-jv,2025-11-24T14:19:07+07:00,2025-12-24T23:59:59+07:00
Kỹ Sư Dữ Liệu - Data Engineer,Tập Đoàn Bưu Chính Viễn Thông Việt Nam (VNPT),Thương lượng,"Big Data, Hadoop, Python, Spark, SQL",https://www.vietnamworks.com/ky-su-du-lieu-data-engineer-1985098-jv,2025-11-24T14:25:04+07:00,2025-12-24T23:59:59+07:00
Kỹ Sư Khoa Học Dữ Liệu (Data Scientist),Tập Đoàn Bưu Chính Viễn Thông Việt Nam (VNPT),Thương lượng,"Creative Problem Solving, Data Analysis, Machine Learning, Python Programming, Statistical Analysis",https://www.vietnamworks.com/ky-su-khoa-hoc-du-lieu-data-scientist-1985107-jv,2025-11-24T14:34:22+07:00,2025-12-24T23:59:59+07:00
Kiến Trúc Sư Giải Pháp,Tập Đoàn Bưu Chính Viễn Thông Việt Nam (VNPT),Thương lượng,"An Toàn Thông Tin, Công Nghệ Thông Tin, Phát Triển Phần Mềm, Lập Trình",https://www.vietnamworks.com/kien-truc-su-giai-phap-1985118-jv,2025-11-24T14:39:30+07:00,2025-12-24T23:59:59+07:00
Software Engineer – Realtime Industrial Data Platform,BNF Technology Inc.,Thương lượng,"C#, C/C++ Programming, Multithreading, Network Programming, Python Programming",https://www.vietnamworks.com/software-engineer-realtime-industrial-data-platform-1985059-jv,2025-11-24T14:03:43+07:00,2025-12-24T23:59:59+07:00
Embedded Software Engineering (1-Year Contractor),Bosch Global Software Technologies Company Limited,Thương lượng,"Automotive, AUTOSAR, C/C++ Programming, Embedded Software, Microcontroller Programming",https://www.vietnamworks.com/embedded-software-engineering-1-year-contractor-1984864-jv,2025-11-24T10:30:02+07:00,2025-12-24T23:59:59+07:00
Senior Technology Risk Consultant in Hanoi Office,Ernst & Young Vietnam Limited (EY Vietnam),Thương lượng,"CISA, MIS, database management, ITSM, ISO 27001",https://www.vietnamworks.com/senior-technology-risk-consultant-in-hanoi-office-1984991-jv,2025-11-24T11:27:34+07:00,2025-12-24T23:59:59+07:00
AI Engineer (Junior/Middle),K&M Holdings,Thương lượng,"Communication, Graphi, Python, Open-Source Llms, ASRS",https://www.vietnamworks.com/ai-engineer-juniormiddle-1990558-jv,2025-12-08T11:28:46+07:00,2026-01-07T23:59:59+07:00
Product Manager - EVO,Trusting Social,Thương lượng,"Agile Methodologies, Communication Skills, Data Analysis, Product Management, Software Development",https://www.vietnamworks.com/product-manager-evo-1977417-jv,2025-12-08T09:57:54+07:00,2026-01-07T23:59:59+07:00
AI Engineer,CÔNG TY TNHH HI-TECH VIỆT NAM APPAREL,Thương lượng,"Machine Learning, Data Analytics, Python Programming, SQL, AI/ML Technologies",https://www.vietnamworks.com/ai-engineer-1990584-jv,2025-12-08T14:20:30+07:00,2026-01-07T23:59:59+07:00
Oracle-Based Erp/mes Developer,TKG Taekwang VINA,Thương lượng,"Oracle, IT Development, Erp Systems, MES System Development, SQL",https://www.vietnamworks.com/oracle-based-erp-mes-developer-1990625-jv,2025-12-08T13:47:21+07:00,2026-01-07T23:59:59+07:00
Automation Test,Công Ty Cổ Phần Tập Đoàn Sunshine,Thương lượng,"API Testing, Automation Testing, Mobile Testing, Selenium, UI testing",https://www.vietnamworks.com/automation-test-1978867-jv,2025-12-08T11:49:09+07:00,2026-01-07T23:59:59+07:00
Cloud Architects Engineer,Ben Line Agencies (Vietnam),Thương lượng,"Cloud Architecture, Azure Dev Ops, Azure Cloud Platform, Infrastructure-As-Code, Azure Solutions",https://www.vietnamworks.com/cloud-architects-engineer-1978669-jv,2025-12-08T14:21:58+07:00,2026-01-07T23:59:59+07:00
Nhân Viên Kiểm Soát Barcode,Công Ty Cổ Phần Sữa Việt Nam (Vinamilk),Thương lượng,"IT Operations, IT Phần Mềm, Kỹ Thuật, Barcode System",https://www.vietnamworks.com/nhan-vien-kiem-soat-barcode-1993278-jv,2025-12-16T11:29:15+07:00,2026-01-15T23:59:59+07:00
Data Operations Engineer,HS Analytics,Thương lượng,"Analytical Thinking, Data Pipeline, Python, Agile Development, SQL Server, SQL Server",https://www.vietnamworks.com/data-operations-engineer-1993245-jv,2025-12-16T11:05:12+07:00,2026-01-15T23:59:59+07:00
Product Development Specialist (Digital Banking) – Credit Card Product,Trusting Social,Thương lượng,"Business Analysis, Communication, ESS Tools, Portfolio Management, Product Management",https://www.vietnamworks.com/product-development-specialist-digital-banking-credit-card-product-1993235-jv,2025-12-16T10:42:53+07:00,2026-01-15T23:59:59+07:00
(Senior) QMS Engineer - Medical Devices,SharkNinja Vietnam,Thương lượng,"ISO 13485, Medical Device, QMS Management, Quality System",https://www.vietnamworks.com/-senior-qms-engineer-medical-devices-1993199-jv,2025-12-16T10:20:02+07:00,2026-01-15T23:59:59+07:00
Python Engineer (Odoo),Công Ty TNHH Geniebook Vietnam,Thương lượng,"English, Odoo Development, Python, JavaScript, HTML5",https://www.vietnamworks.com/python-engineer-odoo-1993176-jv,2025-12-16T10:13:16+07:00,2026-01-15T23:59:59+07:00
Kỹ sư phát triển giải pháp Oracle - Database Developer - Khối Công nghệ thông tin (HO25.505),Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Thương lượng,"ETL, Oracle BI, PLSQL, NoSQL",https://www.vietnamworks.com/ky-su-phat-trien-giai-phap-oracle-database-developer-khoi-cong-nghe-thong-tin-ho25-505-1993177-jv,2025-12-16T09:54:29+07:00,2026-01-15T23:59:59+07:00
Data Engineer - Khối Công nghệ thông tin (HO25.504),Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Thương lượng,"ETL, Oracle BI, PLSQL, NoSQL",https://www.vietnamworks.com/data-engineer-khoi-cong-nghe-thong-tin-ho25-504-1993167-jv,2025-12-16T09:51:36+07:00,2026-01-15T23:59:59+07:00
Business Analyst (12 months & Third-Party Contract),RMIT University Vietnam,Thương lượng,"Business Analysis, Communication Skills, Stakeholder Management, Technical Analysis, Jira",https://www.vietnamworks.com/business-analyst-12-months-and-third-party-contract-1993153-jv,2025-12-16T09:29:28+07:00,2026-01-15T23:59:59+07:00
Database Administrator (DBA),Ngân Hàng TNHH MTV Woori Việt Nam,Thương lượng,"Database Development, Optimizing Performance, Oracle, PL/SQL, Problem Solving",https://www.vietnamworks.com/database-administrator-dba--1993151-jv,2025-12-16T09:24:46+07:00,2026-01-15T23:59:59+07:00
Nhân viên thương mại điện tử,Công ty Cổ phần Tập đoàn Golden Gate,Thương lượng,"Chăm Sóc Khách Hàng, Marketing Online, Quản Lý Đơn Hàng, Seo/Sem, Thương Mại Điện Tử",https://www.vietnamworks.com/nhan-vien-thuong-mai-djien-tu-1985266-jv,2025-11-24T17:18:28+07:00,2025-12-24T23:59:59+07:00
Chuyên viên cao cấp Đảm bảo Chất lượng,Công ty Cổ phần Tập đoàn Golden Gate,Thương lượng,"Công Nghệ Thực Phẩm, Giao Tiếp Tiếng Anh, Quản Lý Chất Lượng, Soạn Báo Cáo, Đánh Giá Ngoại Quan",https://www.vietnamworks.com/chuyen-vien-cao-cap-djam-bao-chat-luong-1985265-jv,2025-11-24T17:17:13+07:00,2025-12-24T23:59:59+07:00
Quản Lý Dự Án (Project Manager – PM),CÔNG TY CỔ PHẦN MK VISION,Thương lượng,"Giám Sát Chất Lượng, Phát Triển Sản Phẩm, Quản Lý Dự Án, Xây Dựng Kế Hoạch, Điều Phối Dự Án",https://www.vietnamworks.com/quan-ly-du-an-project-manager-pm-1990675-jv,2025-12-08T17:08:52+07:00,2026-01-07T23:59:59+07:00
Information Security Specialist,United Overseas Bank (Vietnam) Limited (UOB),Thương lượng,"Access Control Management, Application Security Assessment, Communication, Information Security, Microsoft Office",https://www.vietnamworks.com/information-security-specialist-1981739-jv,2025-12-15T17:43:36+07:00,2026-01-14T23:59:59+07:00
"Senior Quality Engineer (Automation, Tester, QA QC)",Sun Life Vietnam (Sun Life),Thương lượng,"QA/QC experience, Python, Java, Automation Testing",https://www.vietnamworks.com/senior-quality-engineer-automation-tester-qa-qc--1993087-jv,2025-12-15T17:26:37+07:00,2026-01-14T23:59:59+07:00
Embedded Systems Engineer,MINIT CHARGER L.L.C.,Thương lượng,"Embedded Programming C++, C/C++, Real-Time Operation, RTL Development, Communication Protocols",https://www.vietnamworks.com/embedded-systems-engineer-1992793-jv,2025-12-15T17:12:24+07:00,2026-01-14T23:59:59+07:00
Lập Trình Viên,CHI NHÁNH CÔNG TY TNHH DỊCH VỤ VÀ CÔNG NGHỆ HOÀNG VIỆT TẠI HÀ NỘI,Thương lượng,"HTML, jQuery, .NET Framework, SQL Server, .NET Framework, C#, SQL Server",https://www.vietnamworks.com/lap-trinh-vien-1985100-jv,2025-11-24T16:50:59+07:00,2025-12-24T23:59:59+07:00
Nhân viên Đầu tư mua sắm,TCT CP Đầu tư Quốc tế Viettel,Thương lượng,"Giao Tiếp Đa Văn Hóa, Làm việc nhóm, Đàm Phán Thương Lượng",https://www.vietnamworks.com/nhan-vien-djau-tu-mua-sam-1990028-jv,2025-12-05T14:23:33+07:00,2026-01-04T23:59:59+07:00
Data Engineer (Aws/data/genai),CÔNG TY CỔ PHẦN TECHX,Thương lượng,"AWS Services, Data Science, Problem-solving, Python, SQL",https://www.vietnamworks.com/data-engineer-aws-data-genai-1981938-jv,2025-12-15T14:15:07+07:00,2026-01-14T23:59:59+07:00
Senior .NET System Engineer,CÔNG TY CỔ PHẦN ONETECH ASIA,Thương lượng,".NET Framework, VB.NET, C#, ASP.NET MVC, Problem-solving",https://www.vietnamworks.com/senior-net-system-engineer-1981872-jv,2025-12-15T14:01:05+07:00,2026-01-14T23:59:59+07:00
Kỹ sư Tư Vấn Giải Pháp CNTT (VMware/Network/Sercurity),Công Ty TNHH Viettel - CHT (Viettel Idc),Thương lượng,"Cloud, Presales Technical, Security, System, System, System, System, Vmware",https://www.vietnamworks.com/ky-su-tu-van-giai-phap-cntt-vmwarenetworksercurity-1992954-jv,2025-12-15T13:59:45+07:00,2026-01-14T23:59:59+07:00
Kỹ Sư Phát Triển Hệ Thống,Công Ty TNHH PNK,Thương lượng,"Giải Pháp Công Nghệ, An Ninh Mạng, Công Nghệ Thông Tin",https://www.vietnamworks.com/ky-su-phat-trien-he-thong--1980671-jv,2025-12-15T13:53:40+07:00,2026-01-14T23:59:59+07:00
Trưởng Phòng Tuyển Dụng,Công Ty TNHH PNK,Thương lượng,"Tuyển Dụng, Nhân Sự, Đào Tạo",https://www.vietnamworks.com/truong-phong-tuyen-dung--1980674-jv,2025-12-15T13:53:04+07:00,2026-01-14T23:59:59+07:00
Senior Business Analyst,Công ty Cổ phần Tập đoàn Golden Gate,Thương lượng,"Agile Methodologies, Analytical Skills, Business Analysis, Communication Skills, Problem-solving",https://www.vietnamworks.com/senior-business-analyst-1992933-jv,2025-12-15T13:29:36+07:00,2026-01-14T23:59:59+07:00
Nhân Viên Phát Triển Phần Mềm (Lập Trình Viên) - Thu Nhập Upto 30M,Công Ty Cổ Phần Coasia CM Vina,Thương lượng,"SQL, C++, Java, ERP, MES systems development",https://www.vietnamworks.com/nhan-vien-phat-trien-phan-mem-lap-trinh-vien-thu-nhap-upto-30m--1992930-jv,2025-12-15T13:19:40+07:00,2026-01-14T23:59:59+07:00
Kỹ Sư Tư Vấn Giải Pháp (Pre-Sales),Công ty Cổ phần công nghệ An ninh mạng quốc gia Việt Nam,Thương lượng,"Cybersecurity, Network Security, Presales Technical, Security Information, Software Engineering",https://www.vietnamworks.com/ky-su-tu-van-giai-phap-pre-sales-1988030-jv,2025-12-01T11:34:06+07:00,2025-12-31T23:59:59+07:00
Nhân Viên IT (Thu Nhập Hấp Dẫn),Công Ty TNHH Cova TEC Việt Nam,Thương lượng,"Quản Trị Mạng, Quản Trị Hệ Thống, An Ninh Mạng, Access Control System, Hệ Thống Mạng",https://www.vietnamworks.com/nhan-vien-it-thu-nhap-hap-dan-2--1992860-jv,2025-12-15T11:52:04+07:00,2026-01-14T23:59:59+07:00
Giám Đốc Quản Lý Chất Lượng (QA / Quality Manager),CÔNG TY TNHH Q P (VIỆT NAM),Thương lượng,"Quản lý chất lượng, Kỹ Thuật, In Công Nghiệp, SPC, Giao Tiếp",https://www.vietnamworks.com/giam-djoc-quan-ly-chat-luong-qa-quality-manager-1981466-jv,2025-12-15T11:38:52+07:00,2026-01-14T23:59:59+07:00
Senior Technology Assurance - Ha Noi Office,Ernst & Young Vietnam Limited (EY Vietnam),Thương lượng,"Fintech, IT Auditing, Technology Audit, Technology Management",https://www.vietnamworks.com/senior-technology-assurance-ha-noi-office-1984739-jv,2025-11-23T18:29:18+07:00,2025-12-23T23:59:59+07:00
Trợ Lý Tổng Giám Đốc,Công Ty Cổ Phần Công Nghệ Sapo,Thương lượng,"Đàm Phán, Trợ Lý, Công Nghệ Thông Tin, Báo Cáo Tổng Hợp, Kế Hoạch Dự Án",https://www.vietnamworks.com/tro-ly-tong-giam-doc--1992818-jv,2025-12-15T10:11:35+07:00,2026-01-14T23:59:59+07:00
Phó Giám Đốc Khối Dịch Vụ và Trải Nghiệm Khách Hàng,Công Ty Cổ Phần Công Nghệ Sapo,Thương lượng,"Dịch Vụ Khách Hàng, Đàm Phán Khách Hàng, Quản Lý, Kế Hoạch Chiến Lược",https://www.vietnamworks.com/pho-giam-doc-khoi-dich-vu-va-trai-nghiem-khach-hang--1992817-jv,2025-12-15T10:11:30+07:00,2026-01-14T23:59:59+07:00
Operations Analyst,Trusting Social,Thương lượng,"Business Operation Analysis, Customer Mindset, ETL, SQL",https://www.vietnamworks.com/operations-analyst-1979808-jv,2025-12-15T09:48:32+07:00,2026-01-14T23:59:59+07:00
Senior Data Analyst,Trusting Social,Thương lượng,"Data Analysis, SQL, Python, Data Management, Business Analysis",https://www.vietnamworks.com/senior-data-analyst--1981212-jv,2025-12-15T09:43:51+07:00,2026-01-14T23:59:59+07:00
"Senior Software Engineer (Java, Spring Boot, SQL)",Công Ty Tài Chính TNHH Ngân Hàng TMCP Sài Gòn - Hà Nội (SHBFinance),Thương lượng,"Java, Java, MariaDB, PostgreSQL, Spring Boot, SQL",https://www.vietnamworks.com/senior-software-engineer-java-spring-boot-sql-1985455-jv,2025-11-25T11:57:56+07:00,2025-12-25T23:59:59+07:00
Data/ Software Engineer,Casal Corporate Advisory Pty Ltd,Thương lượng,"Python, Google Apps Script, Azure Cloud, AI, Data Integration",https://www.vietnamworks.com/data-software-engineer--1990365-jv,2025-12-06T19:12:12+07:00,2026-01-05T23:59:59+07:00
Chuyên Gia Kiến Trúc Ứng Dụng - Solution Architect - Khối Công Nghệ Thông Tin (HOLT.10),Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Thương lượng,"MySQL, TOEIC, Oracle",https://www.vietnamworks.com/chuyen-gia-kien-truc-ung-dung-solution-architect-khoi-cong-nghe-thong-tin-holt-10-1985846-jv,2025-11-26T10:13:06+07:00,2025-12-26T23:59:59+07:00
Chuyên Viên Devops,Công Ty Cổ Phần Tập Đoàn Sunshine,Thương lượng,"Ci/Cd Methodologies, Docker, Docker, Docker, Kubernetes, Linux Command, Systemic Thinking",https://www.vietnamworks.com/chuyen-vien-devops-1977011-jv,2025-12-05T16:22:02+07:00,2026-01-04T23:59:59+07:00
Financial Information Management & Data Engineering,United Overseas Bank (Vietnam) Limited (UOB),Thương lượng,"Apache Hive, Apache Hive, Communication, Data Science, Spark, SQL",https://www.vietnamworks.com/financial-information-management-and-data-engineering-1990052-jv,2025-12-05T14:41:04+07:00,2026-01-04T23:59:59+07:00
Kỹ Sư IP (BO) Tại Đà Nẵng,Tập Đoàn Công Nghiệp - Viễn Thông Quân Đội (Viettel Group),Thương lượng,"Kỹ Thuật, Công Nghệ Thông Tin, Thẩm Định Vấn Đề, Triển Khai Hệ Thống, Viễn Thông",https://www.vietnamworks.com/ky-su-ip-bo-tai-dja-nang-1990120-jv,2025-12-05T15:30:54+07:00,2026-01-04T23:59:59+07:00
ICT Technician _ Kỹ Thuật Viên ICT,Pegasus International College,Thương lượng,"Công Nghệ Thông Tin, Hỗ Trợ Kỹ Thuật, IT Help Desk, IT Help Desk, Technical Helpdesk",https://www.vietnamworks.com/ict-technician-_-ky-thuat-vien-ict-1984321-jv,2025-11-21T17:10:51+07:00,2025-12-21T23:59:59+07:00
Chuyên viên Kiểm thử Dữ liệu - Data Tester - Khối Dữ liệu (HO25.493),Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Thương lượng,"Data Quality Assurance, Testing, Test, Banking products knowledge, Documentation, Documentation, Documentation",https://www.vietnamworks.com/chuyen-vien-kiem-thu-du-lieu-data-tester-khoi-du-lieu-ho25-493-1984626-jv,2025-11-21T17:51:57+07:00,2025-12-21T23:59:59+07:00
"DevOps Engineer (AWS, English)",Medicia Vietnam,Thương lượng,"AWS, DevOps, Linux, Cloud Infrastructure, Kubernetes",https://www.vietnamworks.com/devops-engineer-aws-english-1983068-jv,2025-11-21T17:41:30+07:00,2025-12-21T23:59:59+07:00
Kỹ Sư Phần Mềm (Software Engineering),Công Ty TNHH Cresyn Hà Nội - Nhà Máy Bắc Ninh,Thương lượng,"C++, C#, Java, .NET, Lập Trình",https://www.vietnamworks.com/ky-su-phan-mem-software-engineering--1984420-jv,2025-11-21T14:41:51+07:00,2025-12-21T23:59:59+07:00
Chuyên Viên Thương Mại Điện Tử,Công ty Cổ phần Tập đoàn Golden Gate,Thương lượng,"Digital Ads, Digital Marketing, Ecommerce Optimization, Thương Mại Điện Tử, Digital Tracking",https://www.vietnamworks.com/chuyen-vien-thuong-mai-djien-tu-1984517-jv,2025-11-21T16:41:16+07:00,2025-12-21T23:59:59+07:00
Senior Demand Analyst,Công Ty Cổ Phần Vàng Bạc Đá Quý Phú Nhuận (PNJ),Thương lượng,"Communication, Data Management, Market Analysis, Power BI, SQL",https://www.vietnamworks.com/senior-demand-analyst-1984484-jv,2025-11-21T16:16:07+07:00,2025-12-21T23:59:59+07:00
"Senior Clerk - IT Infrastructure, Operations & Support","Mizuho Bank, Ltd.",Thương lượng,"Cybersecurity, IT Risk Management, IT Security, Risk Management, Teamwork",https://www.vietnamworks.com/senior-clerk-it-infrastructure-operations-and-support-1989841-jv,2025-12-05T09:43:23+07:00,2026-01-04T23:59:59+07:00
Chuyên viên Kiểm thử phần mềm - Manual Tester - Khối Công nghệ thông tin (HO25.502),Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Thương lượng,"Android Studio, Appium, Appium, Appium, Jira, TestRail, Xcode",https://www.vietnamworks.com/chuyen-vien-kiem-thu-phan-mem-manual-tester-khoi-cong-nghe-thong-tin-ho25-502-1990244-jv,2025-12-05T17:40:23+07:00,2026-01-04T23:59:59+07:00
Trợ Lý Dự Án,Công Ty Cổ Phần Tư Vấn Chuyển Giao Công Nghệ ITC,Thương lượng,"Đấu Thầu, Đàm Phán, Lập Báo Cáo, Hỗ Trợ Dự Án, Soạn Thảo Hợp Đồng",https://www.vietnamworks.com/tro-ly-du-an--1989532-jv,2025-12-05T14:10:50+07:00,2026-01-04T23:59:59+07:00
